filename,hh,mm,ss,style,cx,cy,used_hough,hough_radius,dial_source,simple_fallback,frac_mask_beyond_dial,hand_length_scale,hand_r,w,h
analog_02_29_26_vue.png,2,29,26,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_02_30_01_vue.png,2,30,1,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_02_32_15_vue.png,2,32,15,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_02_34_13_vue.png,2,34,13,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_02_42_58_vue.png,2,42,58,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_02_43_55_vue.png,2,43,55,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_02_45_18_vue.png,2,45,18,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_02_48_03_vue.png,2,48,3,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_02_49_17_vue.png,2,49,17,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_02_49_41_vue.png,2,49,41,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_02_56_44_vue.png,2,56,44,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_03_00_00_vue.png,3,0,0,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_03_05_24_vue.png,3,5,24,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_03_09_40_vue.png,3,9,40,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_03_15_12_vue.png,3,15,12,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_03_15_15_vue.png,3,15,15,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_03_22_54_vue.png,3,22,54,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_03_29_08_vue.png,3,29,8,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_03_42_27_vue.png,3,42,27,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_03_43_47_vue.png,3,43,47,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_03_47_35_vue.png,3,47,35,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_03_49_27_vue.png,3,49,27,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_03_55_40_vue.png,3,55,40,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_03_56_16_vue.png,3,56,16,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_00_00_vue.png,4,0,0,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_01_02_vue.png,4,1,2,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_12_26_vue.png,4,12,26,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_16_07_vue.png,4,16,7,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_17_18_vue.png,4,17,18,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_20_20_vue.png,4,20,20,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_23_48_vue.png,4,23,48,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_27_08_vue.png,4,27,8,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_27_11_vue.png,4,27,11,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_32_31_vue.png,4,32,31,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_34_02_vue.png,4,34,2,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_40_16_vue.png,4,40,16,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_41_44_vue.png,4,41,44,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_42_30_vue.png,4,42,30,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_45_13_vue.png,4,45,13,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_47_18_vue.png,4,47,18,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_04_59_59_vue.png,4,59,59,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_00_00_vue.png,5,0,0,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_04_38_vue.png,5,4,38,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_19_06_vue.png,5,19,6,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_23_22_vue.png,5,23,22,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_24_00_vue.png,5,24,0,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_25_25_vue.png,5,25,25,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_28_53_vue.png,5,28,53,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_32_58_vue.png,5,32,58,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_34_49_vue.png,5,34,49,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_37_16_vue.png,5,37,16,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_38_38_vue.png,5,38,38,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_44_27_vue.png,5,44,27,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_47_28_vue.png,5,47,28,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_47_55_vue.png,5,47,55,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_50_43_vue.png,5,50,43,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_51_07_vue.png,5,51,7,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_05_56_26_vue.png,5,56,26,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_06_00_00_vue.png,6,0,0,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_06_04_37_vue.png,6,4,37,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_06_22_51_vue.png,6,22,51,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_06_23_27_vue.png,6,23,27,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_06_27_50_vue.png,6,27,50,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_06_29_20_vue.png,6,29,20,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_06_29_44_vue.png,6,29,44,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_06_30_30_vue.png,6,30,30,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_06_34_08_vue.png,6,34,8,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_06_34_28_vue.png,6,34,28,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_06_42_17_vue.png,6,42,17,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_06_42_45_vue.png,6,42,45,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_06_43_15_vue.png,6,43,15,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_06_48_21_vue.png,6,48,21,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_06_58_36_vue.png,6,58,36,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_00_00_vue.png,7,0,0,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_00_04_vue.png,7,0,4,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_04_57_vue.png,7,4,57,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_06_44_vue.png,7,6,44,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_08_30_vue.png,7,8,30,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_08_47_vue.png,7,8,47,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_09_56_vue.png,7,9,56,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_10_26_vue.png,7,10,26,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_11_51_vue.png,7,11,51,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_12_52_vue.png,7,12,52,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_12_53_vue.png,7,12,53,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_14_01_vue.png,7,14,1,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_14_04_vue.png,7,14,4,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_17_21_vue.png,7,17,21,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_17_28_vue.png,7,17,28,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_23_18_vue.png,7,23,18,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_24_44_vue.png,7,24,44,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_25_07_vue.png,7,25,7,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_30_39_vue.png,7,30,39,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_35_35_vue.png,7,35,35,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_43_19_vue.png,7,43,19,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_43_20_vue.png,7,43,20,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_44_30_vue.png,7,44,30,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_46_26_vue.png,7,46,26,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_50_30_vue.png,7,50,30,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_51_12_vue.png,7,51,12,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_53_40_vue.png,7,53,40,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_55_06_vue.png,7,55,6,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_55_10_vue.png,7,55,10,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_07_56_36_vue.png,7,56,36,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_08_00_00_vue.png,8,0,0,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_08_08_15_vue.png,8,8,15,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_08_10_50_vue.png,8,10,50,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_08_21_17_vue.png,8,21,17,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_08_24_20_vue.png,8,24,20,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_08_29_15_vue.png,8,29,15,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_08_35_00_vue.png,8,35,0,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_08_38_29_vue.png,8,38,29,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_08_40_40_vue.png,8,40,40,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_08_42_31_vue.png,8,42,31,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_08_47_37_vue.png,8,47,37,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_08_49_23_vue.png,8,49,23,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_08_49_41_vue.png,8,49,41,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_08_49_49_vue.png,8,49,49,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_09_00_00_vue.png,9,0,0,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_09_05_54_vue.png,9,5,54,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_09_13_03_vue.png,9,13,3,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_09_15_03_vue.png,9,15,3,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_09_25_42_vue.png,9,25,42,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_09_36_43_vue.png,9,36,43,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_09_45_45_vue.png,9,45,45,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_09_53_40_vue.png,9,53,40,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_09_54_43_vue.png,9,54,43,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_00_00_vue.png,10,0,0,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_01_37_vue.png,10,1,37,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_05_52_vue.png,10,5,52,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_07_18_vue.png,10,7,18,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_11_31_vue.png,10,11,31,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_13_43_vue.png,10,13,43,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_15_16_vue.png,10,15,16,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_17_09_vue.png,10,17,9,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_17_55_vue.png,10,17,55,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_22_34_vue.png,10,22,34,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_27_38_vue.png,10,27,38,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_29_28_vue.png,10,29,28,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_34_29_vue.png,10,34,29,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_39_20_vue.png,10,39,20,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_48_56_vue.png,10,48,56,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_50_50_vue.png,10,50,50,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_50_59_vue.png,10,50,59,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_54_15_vue.png,10,54,15,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_57_34_vue.png,10,57,34,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_59_16_vue.png,10,59,16,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_10_59_48_vue.png,10,59,48,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_11_00_00_vue.png,11,0,0,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_11_14_41_vue.png,11,14,41,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_11_27_26_vue.png,11,27,26,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_11_34_27_vue.png,11,34,27,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_11_36_12_vue.png,11,36,12,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_11_37_35_vue.png,11,37,35,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_11_38_16_vue.png,11,38,16,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_11_40_57_vue.png,11,40,57,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_11_41_32_vue.png,11,41,32,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_11_55_55_vue.png,11,55,55,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_11_56_04_vue.png,11,56,4,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_11_56_53_vue.png,11,56,53,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_11_59_59_vue.png,11,59,59,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_00_00_vue.png,12,0,0,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_00_01_vue.png,12,0,1,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_05_35_vue.png,12,5,35,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_08_42_vue.png,12,8,42,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_16_59_vue.png,12,16,59,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_17_04_vue.png,12,17,4,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_17_29_vue.png,12,17,29,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_17_48_vue.png,12,17,48,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_21_42_vue.png,12,21,42,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_23_14_vue.png,12,23,14,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_24_38_vue.png,12,24,38,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_25_45_vue.png,12,25,45,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_30_00_vue.png,12,30,0,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_35_53_vue.png,12,35,53,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_37_36_vue.png,12,37,36,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_43_53_vue.png,12,43,53,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_46_21_vue.png,12,46,21,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_54_57_vue.png,12,54,57,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_12_57_03_vue.png,12,57,3,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_00_00_vue.png,13,0,0,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_02_01_vue.png,13,2,1,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_03_13_vue.png,13,3,13,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_10_29_vue.png,13,10,29,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_11_46_vue.png,13,11,46,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_12_06_vue.png,13,12,6,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_13_59_vue.png,13,13,59,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_14_28_vue.png,13,14,28,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_15_00_vue.png,13,15,0,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_16_53_vue.png,13,16,53,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_20_25_vue.png,13,20,25,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_22_46_vue.png,13,22,46,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_24_57_vue.png,13,24,57,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_31_01_vue.png,13,31,1,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_34_47_vue.png,13,34,47,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_38_04_vue.png,13,38,4,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_39_47_vue.png,13,39,47,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_51_42_vue.png,13,51,42,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_13_53_17_vue.png,13,53,17,vue,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
